Temperature,Humidity,Pressure,AirSpeed,RainToday,RainfallTomorrow
11,65,1011.3,35,1,1
9.4,88,1008.8,44,1,1
7.3,99,1013.1,30,1,0
8.6,99,1015,37,0,0
8.8,99,1019.5,30,0,0
13.6,62,1008.7,50,0,1
10.9,86,998.4,80,1,1
9.6,86,1015.8,54,1,1
10.8,95,1025.6,35,1,0
12.7,61,1018.7,48,0,0
11.9,92,1014.7,43,0,1
10,84,997.7,80,1,1
7.7,93,1005.8,56,1,1
11.4,94,1002.6,65,1,1
9.5,87,997.1,69,1,1
8.8,83,1002.2,91,1,1
10.3,83,1008.1,76,1,1
10.2,94,1009,56,1,1
11.9,99,1011.7,35,1,1
10.7,97,999.9,57,1,1
9.1,86,1012.3,70,1,1
11.7,95,1014.2,50,1,0
10.7,82,1021.2,35,0,0
10.7,80,1016.3,63,0,0
13.7,80,1008.4,54,0,1
9.4,94,1009.6,50,1,1
9.4,97,1014.8,43,1,0
10.6,67,1007.5,46,0,1
11.9,92,1004.1,41,1,1
11.1,71,1017.1,39,1,0
9.3,93,1018.5,35,0,0
8.4,99,1019.1,26,0,0
14.9,50,1010.3,76,0,0
16,70,1006.8,65,0,1
12,88,1011.5,78,1,1
9.1,88,1023.4,39,1,0
8.9,86,1020,37,0,0
14.9,49,1015.8,46,0,1
13.4,98,1009.4,46,1,0
10.3,85,1022.5,28,0,0
14.7,79,1011.6,54,0,0
11.3,80,1014.6,50,0,0
11.1,88,1012.6,39,0,1
12.6,94,996,35,1,0
13,86,1005.8,56,0,1
13.7,82,1009.7,56,1,0
11.5,83,1000.6,54,0,1
8,92,1004.3,80,1,1
9,81,1016.6,67,1,0
11.3,77,1017.8,31,0,0
9.7,92,1013.4,44,0,0
15.3,51,1006.7,50,0,0
12,77,1011.7,37,0,0
10.5,74,1016.3,43,0,0
12.9,77,1020.1,31,0,0
4.9,99,1021.5,33,0,0
10.8,97,1024,37,0,1
9.1,83,1027,59,1,0
9.8,76,1028.1,50,0,0
9.8,69,1030.5,37,0,0
8.7,88,1031.5,44,0,0
10,72,1029.3,43,0,0
13.5,66,1018.4,54,0,1
12.7,82,999.9,70,1,1
10,94,991.3,63,1,1
11.5,93,1003.8,59,1,1
9.4,94,1008.6,70,1,1
12.1,90,1019.4,46,1,1
10.4,95,1027.4,35,1,0
11.8,76,1028.6,30,0,0
10.3,95,1026.7,39,0,0
17.5,50,1015.7,39,0,0
12,85,1022.9,35,0,0
11.1,85,1024.2,35,0,0
10.4,94,1024.2,35,0,0
11.4,87,1021.4,33,0,0
12.1,65,1024.5,50,0,0
11.7,72,1029.5,43,0,0
13.5,76,1027.1,35,0,0
13,83,1025.9,39,0,0
18.3,66,1018.9,41,0,0
22.2,73,1015.6,41,0,0
15.4,99,1019.2,37,0,0
15.4,89,1021.2,35,0,0
15.8,89,1020.4,57,0,1
13.9,84,1010.6,61,1,0
12.5,87,1021,43,0,0
12.4,78,1025.9,35,0,0
12.5,75,1025.3,39,0,0
17.1,79,1024.1,35,0,0
25.2,45,1024.9,41,0,0
26.2,46,1022.5,35,0,0
26.6,46,1018.6,31,0,0
22.5,70,1020.9,31,0,0
18.5,82,1020.3,35,0,0
17.9,66,1019.7,35,0,0
21.3,60,1014.2,43,0,0
17.3,70,1012.5,37,0,0
16.3,73,1011.5,41,0,0
15.5,71,1012.2,39,0,0
16.2,73,1007.3,30,0,0
21.2,65,1006.5,87,0,0
26.7,44,1004,98,0,1
16,96,1008.8,20,1,1
14.1,97,1005.1,54,1,0
14.2,68,1024.4,44,0,0
13.8,85,1026.1,35,0,0
16.4,84,1021.4,33,0,0
22,76,1008.7,41,0,1
18.4,90,1007.2,80,1,1
15.7,84,1000.3,65,1,1
15.2,88,1005.9,48,1,0
16.3,77,1017.1,39,0,0
15.4,64,1022.4,43,0,0
18.2,60,1018.7,33,0,0
18.7,76,1012.1,54,0,0
15.5,66,1021.4,48,0,0
16.1,74,1018.2,43,0,0
16.6,68,1017.6,39,0,0
15.9,76,1014.2,28,0,1
12.7,94,1011.3,43,1,0
14.1,73,1010.4,61,0,0
13.5,94,1006.9,65,0,1
14.2,65,1019.1,52,1,0
15.1,94,1020.2,44,0,0
14.4,90,1022.1,35,0,0
15.6,67,1023.7,39,0,0
20.4,51,1018.5,50,0,0
29.1,27,1010.3,78,0,1
15.7,98,1009.3,50,1,1
14.7,68,1019.6,54,1,0
15.2,79,1020.9,37,0,0
15,67,1021.3,35,0,0
15.5,77,1014,35,0,0
16.8,73,1013.7,33,0,0
20.1,77,1007.9,81,0,0
18.8,92,1005.1,63,0,1
14.1,74,1017.9,41,1,0
15.7,67,1020.9,48,0,0
15.5,78,1019.4,41,0,0
17.8,82,1019.6,35,0,0
18.7,73,1023.5,41,0,0
19.4,69,1018.5,48,0,0
31,40,1008.5,96,0,1
16.2,70,1011.3,41,1,1
15.5,75,1013.8,52,1,0
15.5,61,1021.2,39,0,0
15.3,67,1018.8,39,0,0
17.3,70,1016.6,41,0,0
15,90,1019.3,39,0,0
17.2,66,1018.4,39,0,0
23.1,48,1015.2,46,0,0
23.2,53,1015,37,0,0
20.7,63,1016.1,37,0,0
29.5,35,1007.4,61,0,1
22.4,92,1003.9,46,1,1
17,58,1018.2,39,1,0
14.5,82,1021.4,37,0,0
15.6,66,1018,37,0,0
16.5,91,1010.8,52,0,1
15.2,79,1012.4,61,1,1
15.3,52,1015.2,52,1,0
12.9,81,1015.7,37,0,0
16.1,84,1010.8,48,0,0
14.6,83,1011.3,31,0,0
19.7,64,1005.1,52,0,0
15.7,94,1015,43,0,0
14.3,71,1017.3,39,0,0
16.1,70,1015.2,37,0,0
17.9,76,1013.4,41,0,0
14.8,65,1017.9,44,0,0
14,77,1012.3,46,0,0
16.2,65,1017,46,0,0
16.2,69,1015.4,39,0,0
21.6,47,1007.5,56,0,0
16.4,59,1019,54,0,0
19.2,70,1013.3,46,0,0
26.4,41,1010.8,46,0,1
20,95,1008.8,44,1,1
15.7,75,1017.7,50,1,0
16.2,63,1023.3,54,0,0
18.2,74,1020.2,37,0,0
21.2,70,1020,41,0,0
20.5,72,1018.8,33,0,0
21.5,80,1017.3,46,0,0
19,95,1014.7,39,0,1
17.2,97,1013.8,41,1,0
16.7,80,1013.7,41,0,0
16.3,96,1012.1,54,0,0
18.8,87,1015.7,44,0,0
17.4,88,1018.2,37,0,0
17,89,1018.8,41,0,0
17.8,75,1024.6,43,0,0
15,98,1020.7,35,0,0
24.8,39,1011.2,74,0,0
18.8,84,1012.1,43,0,0
17.1,79,1012.2,61,0,0
13.8,79,1022.8,39,0,0
12.6,90,1024,41,0,0
15.3,78,1025.8,41,0,0
18.6,76,1019.5,44,0,0
17.2,78,1020.7,50,0,0
14.8,63,1024.7,56,0,0
14.2,57,1026.2,65,0,0
16.1,64,1023.4,46,0,0
16.7,76,1019,41,0,0
14.4,96,1010.9,35,0,0
18.8,79,1005.9,28,0,0
16.4,85,1009.8,44,0,0
16.5,85,1012.3,46,0,0
14.1,81,1004,50,0,1
13.8,74,1016.5,52,1,0
13.4,73,1029.1,46,0,0
13.5,89,1035.7,48,0,0
12.1,86,1036.6,44,0,0
14.3,89,1034.2,41,0,0
15.3,67,1027.3,39,0,0
21.7,51,1021.9,43,0,0
13.2,99,1021.4,33,0,0
15.7,83,1022,33,0,0
18.9,89,1021.3,26,0,1
17.8,98,1018.1,43,1,0
10.9,99,1021.4,43,0,0
16.2,85,1021.9,48,0,0
8.1,97,1024.7,31,0,0
15.4,76,1024.5,35,0,0
14.9,98,1025.9,37,0,0
13,98,1018.8,46,0,0
14.1,61,1018,30,0,0
14.8,87,1020.9,35,0,1
15.5,92,1011.5,48,1,1
15.6,96,1015.5,30,1,0
8.8,99,1024.6,35,0,0
8.3,99,1023.4,33,0,0
10.8,99,1022,35,0,0
14,91,1024.5,39,0,0
13.4,75,1024.5,41,0,0
15.5,84,1020.1,28,0,0
15.8,78,1016,35,0,1
16.7,94,1011.7,48,1,1
14.8,99,1010.6,44,1,1
16.6,94,1019.1,31,1,0
13.4,97,1014.5,31,0,1
15.8,92,1009.4,44,1,1
12.2,69,1010.1,59,1,0
11.9,91,1021.4,43,0,0
13.3,77,1027.5,22,0,0
12.4,98,1026,30,0,0
13.4,95,1026.3,30,0,0
14.9,83,1024.2,30,0,0
17,69,1022.5,33,0,1
15.9,94,1022,46,1,1
16.1,94,1022,31,1,1
16.3,99,1019.6,24,1,1
13.9,99,1021.2,24,1,0
16.5,97,1018.8,43,0,1
17.6,92,1013.6,43,1,1
15.7,86,1008.2,61,1,1
11.7,99,1019.4,31,1,0
8.6,96,1023.4,46,0,1
12.7,83,1019.5,37,1,0
13.1,92,1016.9,57,0,1
12.7,94,1022.3,39,1,0
12.8,96,1028.8,22,0,0
13,80,1021.9,50,0,0
14.5,82,1024.8,37,0,0
9.8,94,1023.4,54,0,1
12.5,95,1010.5,50,1,1
9.2,95,1017.3,43,1,1
12.4,95,1021.2,33,1,1
15.2,98,1019.6,39,1,1
12.1,99,1022.4,35,1,0
14.7,94,1019.5,33,0,0
14.5,70,1012.3,57,0,1
7.7,92,1015,52,1,1
8.7,95,1025.6,33,1,0
8.5,99,1027.1,17,0,0
8,99,1023,15,0,0
5.5,99,1020.6,24,0,0
7.8,99,1020.6,26,0,0
7.8,99,1021.1,20,0,0
7.4,99,1021.9,15,0,0
7.2,99,1023.9,20,0,0
6.5,99,1023.6,22,0,0
7.8,99,1025,28,0,0
5.8,98,1024.7,20,0,0
3.7,97,1020.1,31,0,0
11.3,83,1010.9,39,0,1
12.1,97,1007.8,28,1,0
11.2,99,1012.6,24,0,0
11.4,99,1016.9,20,0,0
11.9,97,1012.1,30,0,1
11,99,1005.8,33,1,1
13.8,98,1016.2,48,1,0
10.6,98,1020.8,30,0,0
4.8,99,1019.6,15,0,0
6.8,99,1022.8,13,0,0
6.6,99,1027.2,39,0,0
3.6,99,1024.7,15,0,1
9.1,99,1021.6,44,1,1
9.3,97,1026.1,35,1,0
5.1,99,1028,17,0,0
6,97,1020.4,46,0,1
7.7,95,1012.2,61,1,1
9.5,93,1023.8,44,1,1
10.4,94,1024.1,43,1,1
8.9,96,1028.5,28,1,0
7.8,99,1033.3,17,0,0
6.4,99,1034.6,20,0,0
0.5,99,1029.9,24,0,0
6.8,80,1018.7,59,0,1
9.4,85,1003.8,61,1,1
9.5,97,1014,46,1,1
8.4,97,1019.1,39,1,1
10.8,99,1026.6,26,1,0
5,99,1034.4,15,0,0
6.2,99,1037.2,26,0,0
8,99,1032.4,31,0,0
11.2,89,1020.9,31,0,1
10.6,99,1015.3,41,1,1
5,97,1025.4,28,1,0
1.5,99,1025.6,30,0,0
7.1,80,1014.6,50,0,1
8.9,99,1012.7,31,1,1
6.4,99,1017,30,1,1
7.9,99,1023.4,30,1,1
7.6,99,1024.5,24,1,1
6.8,99,1031.6,20,1,0
7,99,1031.5,24,0,0
6.1,97,1026,20,0,0
1.7,99,1023.2,26,0,0
5.9,99,1027.7,17,0,1
4,99,1029.5,17,1,0
1,99,1027.7,35,0,1
10.6,93,1008.7,63,1,1
10.1,99,1014.9,54,1,0
8,93,1019.5,46,0,0
10.9,71,1004.7,63,0,1
8.1,98,1002.7,57,1,1
6.6,99,1021.9,35,1,0
9,98,1027.7,22,0,0
9.5,81,1024.6,39,0,1
7.7,95,1016.2,39,1,1
2.6,99,1020.6,26,1,1
7,99,1024.5,35,1,1
4.9,99,1030.9,24,1,1
10.2,99,1034.5,24,1,0
10.7,88,1036,19,0,0
8.1,99,1032.9,19,0,0
4.6,99,1032.9,28,0,0
3.8,99,1036.6,15,0,0
3.2,99,1035.3,26,0,0
5,99,1024.8,24,0,0
9.5,95,1014.7,31,0,0
11.8,96,1009.5,43,0,1
9,95,1013,59,1,1
7.6,96,1013.5,74,1,1
9.8,94,1029.5,54,1,1
8.5,99,1027.4,33,1,1
8.1,99,1016.4,41,1,1
8.6,88,1022.2,41,1,1
3.9,99,1026.6,17,1,0
6,96,1023.6,39,0,0
7.8,76,1014.5,37,0,0
10,74,1017.3,30,0,0
6.8,99,1016.4,63,0,1
12.3,74,1009,78,1,0
10.2,87,1016.9,59,0,1
8.8,99,1017.1,35,1,0
10.7,75,999.9,56,0,1
11.7,98,1001.2,54,1,1
7.4,73,1015.1,52,1,0
4.8,92,1022.5,35,0,0
9.5,79,1002.9,57,0,1
8.7,89,1003.5,69,1,1
7.7,88,1010.9,61,1,1
7.6,93,1016.1,48,1,0
8.4,86,1018,48,0,0
8.3,76,1011.1,52,0,1
8.5,97,1005.7,70,1,1
6.4,99,1002.5,63,1,1
8.5,96,999.1,65,1,1
9.2,86,1012.7,54,1,1
5.6,99,1025.6,24,1,0
5.4,99,1029.8,28,0,0
9.1,88,1026.1,33,0,0
10.1,87,1018.2,50,0,1
10.9,99,1014.5,28,1,0
7,99,1022.2,37,0,0
8.8,89,1021.5,41,0,1
13.2,99,991.7,81,1,1
10.8,92,1011.5,54,1,1
7.2,90,1021.3,39,1,0
6.1,99,1027.6,33,0,0
10.8,76,1021.4,57,0,1
11.3,94,1008.5,57,1,1
10.5,97,1004.3,43,1,0
12.2,81,1016.9,43,0,0
12.3,81,1017.3,46,0,1
11,94,1016.4,30,1,0
7.3,91,1018.2,33,0,0
11.3,88,1016,52,0,1
8.8,91,1021.4,46,1,0
11.9,69,1027.3,39,0,1
10.4,99,1023.8,41,1,1
10.8,99,1026.7,39,1,1
11.3,98,1029.9,39,1,0
10.7,95,1031,31,0,0
10.6,98,1030.2,39,0,0
10.5,80,1028.4,33,0,0
10,89,1024.3,41,0,0
12.2,92,1014.2,48,0,0
11.8,79,1020,41,0,0
10.6,94,1012.3,57,0,1
9.2,77,1015.7,54,1,1
10,79,1025.7,44,1,0
9.4,89,1026.7,28,0,0
8.3,95,1026.8,26,0,0
13.3,67,1027.7,30,0,0
13.2,85,1024.4,52,0,0
17,77,1017.2,52,0,0
9.3,99,1023.3,26,0,0
8.5,99,1016,72,0,1
9.2,82,1024.6,50,1,0
10.5,99,1027.4,35,0,1
10.3,99,1027.5,31,1,0
10.2,99,1027.8,33,0,0
16.9,60,1024.1,59,0,0
16.9,81,1019.7,48,0,1
11.6,83,1019.3,28,1,0
9.5,94,1011,43,0,1
8.4,96,998.8,72,1,1
9.5,76,1010.8,59,1,1
9.8,99,1017.2,41,1,0
10.2,98,1021.2,43,0,0
10.7,97,1028.2,28,0,0
8.8,98,1028.9,26,0,0
14.7,79,1021.4,37,0,0
18.5,54,1013.2,63,0,0
11.8,74,1020.3,41,0,0
8.3,97,1025.4,28,0,0
10.7,78,1022,35,0,0
10.8,92,1016.7,41,0,0
12.9,75,1021.7,35,0,0
12.2,68,1018.8,35,0,0
21,43,1006.8,54,0,1
12.7,97,1010.3,50,1,1
9.8,86,1013.9,48,1,0
9.4,87,1020.3,31,0,1
12.5,96,1019.6,44,1,0
11.5,78,1023.5,39,0,0
9.5,84,1027.2,43,0,0
12.5,74,1024.3,43,0,0
16.8,62,1019.1,52,0,0
15.8,77,1008.8,41,0,0
14.7,81,1012.8,56,0,0
13.1,86,1023.3,44,0,0
15.9,82,1017,33,0,0
12.5,99,1012.4,35,0,0
25.3,47,1001.2,48,0,1
13,89,1015.7,41,1,1
12.8,99,1016.5,39,1,0
11.2,99,1017.9,31,0,0
10.9,92,1018.2,31,0,0
13,79,1017.8,46,0,1
12.9,91,1017.2,43,1,0
13.6,63,1026.3,39,0,0
14.1,71,1025.1,41,0,0
15.7,72,1023.3,39,0,0
18,75,1019.1,33,0,0
26.2,46,1015.4,57,0,0
23.9,68,1013.7,50,0,1
14,99,1018.1,24,1,0
15.6,87,1016.4,33,0,1
14,99,1011,57,1,1
12.1,70,1018.4,50,1,0
12.7,71,1021.6,54,0,0
15.5,71,1018.7,50,0,0
16.5,92,1015.3,48,0,0
19.3,90,1012.5,57,0,0
20.4,82,1010.7,52,0,1
21.1,82,1009.6,43,1,0
18.4,90,1011.1,43,0,1
17.6,99,1010.6,37,1,1
20.9,98,1001.1,54,1,1
19.9,90,997.9,48,1,1
15.6,99,1010.1,54,1,1
11.1,80,1012,63,1,1
14.6,84,1004.3,69,1,1
13.7,93,1006,39,1,0
15.3,78,1015.3,41,0,0
18.5,74,1013.4,41,0,0
15,79,1004.4,52,0,0
14.9,71,1009.3,57,0,0
13.3,95,1001.6,57,0,1
12,92,1003.7,52,1,1
11.7,94,996.1,54,1,1
12.7,81,1008.8,48,1,1
12.4,87,1013.6,43,1,0
13,79,1019.4,39,0,0
13.5,89,1023.8,43,0,0
14,72,1024.8,35,0,0
16.4,87,1012,33,0,0
14.3,89,1011.4,43,0,0
13.1,70,1015.3,48,0,0
13.4,70,1018.3,33,0,0
15.4,85,1014.5,33,0,0
16,80,1017.8,39,0,0
29.1,36,1005.7,93,0,0
16.9,69,1013.4,43,0,0
12.1,98,1018.3,39,0,0
14.1,57,1018.9,46,0,0
14.2,68,1015.1,35,0,0
15.8,65,1012,41,0,0
16.2,72,1009.8,50,0,0
24.3,42,1005.6,57,0,0
19.1,89,1007.9,39,0,1
18,81,1018.8,54,1,0
19.1,89,1015.8,39,0,1
17.2,100,1011,43,1,1
19.5,100,998.3,56,1,0
17.9,98,1006.2,43,0,1
17.4,99,1003.1,44,1,0
15.5,99,1010.1,39,0,0
16.4,81,1011,43,0,0
16.5,76,1010.4,46,0,0
14,93,1012.8,33,0,0
14.7,85,1013.8,30,0,0
16.6,76,1010.9,33,0,0
18.5,85,1010.5,43,0,0
16.1,75,1016.9,41,0,0
19.4,84,1011,28,0,1
15.4,79,1006.5,41,1,0
15.2,76,1007.9,44,0,1
15.5,91,1015.4,28,1,0
14.6,99,1018.3,43,0,0
14.3,84,1023.4,33,0,0
15.5,76,1019.1,31,0,0
25.9,34,1013.8,61,0,0
20.8,81,1011.3,28,0,0
23.2,72,1003.2,44,0,0
17.3,77,1011.1,35,0,0
17.5,70,1015,39,0,0
19.4,77,1009.7,35,0,0
16.1,82,1007.9,48,0,1
13.2,74,1022.9,44,1,0
9.6,93,1027.7,39,0,0
16,68,1024.3,43,0,0
14.8,73,1022.2,37,0,0
19.1,85,1015.1,31,0,1
18.7,99,1011.1,41,1,0
14,76,1021.6,39,0,0
13.1,91,1024.6,37,0,0
15.1,85,1024.2,39,0,0
17.9,86,1019.6,37,0,1
21.2,81,1015.2,30,1,1
17.3,99,1013.9,37,1,1
17.1,96,1014.7,39,1,1
17.2,99,1001.8,63,1,0
14,83,1012.3,57,0,0
13.1,92,1021,44,0,0
13.9,84,1027,43,0,0
13.9,86,1025.9,37,0,0
13,99,1019.4,41,0,0
16.1,85,1015.7,33,0,0
15.3,99,1009.7,26,0,1
15.9,94,1011.3,37,1,0
15.2,89,1010.3,35,0,1
13.2,80,1013.6,50,1,0
10.9,90,1019.4,31,0,0
13.9,92,1015.4,43,0,0
13,83,1017.8,39,0,0
12.2,68,1024.5,44,0,0
14.2,80,1021.5,39,0,0
22.6,43,1015.9,56,0,0
23.6,54,1008.7,41,0,1
14.6,99,1013,30,1,1
14.3,82,1017,35,1,0
15.9,94,1017.5,31,0,0
16.3,99,1015.5,31,0,0
16,99,1017.5,37,0,0
9.5,99,1026,39,0,0
11,99,1020.3,33,0,0
11.1,94,1023.6,41,0,0
7.9,99,1024.6,39,0,0
13.1,72,1020,46,0,0
13.2,76,1016.5,44,0,0
15.4,92,1009.1,31,0,1
17.6,99,1005.8,31,1,1
15.9,100,1004.3,43,1,0
14.1,99,1001.4,35,0,1
15.1,99,1006.8,57,1,1
13.6,76,1019.6,43,1,0
13,85,1027,33,0,0
13.9,85,1027.8,26,0,0
10.5,99,1027,31,0,0
12.2,99,1020.3,35,0,0
12.7,99,1019.7,41,0,0
7.5,99,1029.4,28,0,1
13.8,99,1019.3,19,1,0
6.3,99,1020,20,0,0
10.9,99,1021.2,22,0,0
11.7,99,1022.6,39,0,0
11.1,76,1028.9,19,0,0
7.9,92,1026.2,17,0,0
8.3,95,1018.5,17,0,0
10.3,99,1017.7,35,0,1
9.6,96,1025,30,1,0
8.3,99,1020.9,46,0,1
8,99,1014,44,1,1
12.9,99,1013.8,43,1,1
12.3,100,1015.1,50,1,1
10.9,74,1026.6,43,1,0
9.3,97,1033,22,0,0
10.8,83,1032.9,28,0,0
10.7,83,1031.4,20,0,0
9.6,78,1027.6,37,0,0
11.8,68,1026.3,28,0,0
12.4,67,1023.9,26,0,0
13.6,64,1015.9,33,0,1
12.9,96,1005.5,37,1,1
11.3,99,1004.6,37,1,1
9.7,89,1015.7,46,1,1
9.2,89,1023.8,24,1,1
10,99,1022.6,31,1,1
9.5,100,1022.9,26,1,1
8.6,100,1025.5,17,1,1
9.7,100,1026.8,20,1,0
6.5,99,1029.1,15,0,0
1.8,99,1025.7,17,0,0
2.2,99,1026.5,19,0,0
9.9,99,1022.8,33,0,0
11.6,96,1014.8,35,0,1
8,97,1015.5,35,1,0
10.3,89,1011.7,54,0,1
3.2,99,1020.2,30,1,1
8.9,85,1016.1,59,1,1
8.4,79,1024.6,52,1,1
9.9,99,1026.1,41,1,0
10.2,96,1027.7,33,0,0
9.4,92,1032.5,22,0,0
8.6,98,1033,33,0,0
6.5,99,1030.8,26,0,0
5,99,1029.9,28,0,0
4.8,99,1027.9,15,0,0
7.2,94,1019.2,33,0,1
9.1,84,1011.5,48,1,1
11.8,99,1016.1,30,1,0
12.5,93,1009.8,48,0,1
12.9,90,1003.1,85,1,1
5.8,97,1001.8,56,1,1
7.9,99,1011.5,48,1,1
10.3,99,1019.6,37,1,0
12.1,100,1024.8,35,0,1
9.6,89,1026.1,46,1,0
10.5,72,1019.9,35,0,1
5.7,100,1030.1,11,1,0
2.9,99,1034.8,20,0,0
4.5,99,1033.5,31,0,0
12.2,74,1032.4,35,0,0
12.1,74,1026,41,0,0
10.3,75,1015.7,46,0,1
11,96,1009.7,41,1,1
8.8,97,1002.3,65,1,1
8.8,89,1007.6,69,1,1
8.8,99,1004.7,44,1,1
6,97,1018.5,41,1,0
8.9,95,1024.2,41,0,1
8.5,93,1022.5,37,1,0
10.6,90,1013.5,54,0,1
9.7,80,1025.4,35,1,0
9.7,89,1023.9,46,0,1
8.9,99,1021.6,41,1,0
6.8,99,1031.9,22,0,0
4.3,99,1036.5,28,0,0
1.8,99,1027,26,0,0
8.3,91,1016.4,30,0,1
9.4,99,1018.6,46,1,1
9.8,99,1026.6,31,1,0
8.5,100,1028.4,35,0,0
4.1,98,1029,39,0,0
10.1,88,1025.5,31,0,0
4.5,99,1023.3,28,0,1
9,99,1014.7,26,1,1
6.6,100,1017.5,37,1,1
7.1,99,1024.8,31,1,0
2.4,99,1027.6,37,0,0
9.3,75,1023.4,31,0,0
10,66,1019.8,41,0,0
10.9,85,1014.2,39,0,0
10.2,84,1015.6,39,0,0
13.7,61,1011.4,57,0,0
9.7,100,1013.8,46,0,0
11.2,99,1013.7,61,0,1
12.8,98,1014.5,33,1,1
10.2,98,1015.5,41,1,0
9.4,96,1016.3,28,0,1
5.7,99,1014.7,22,1,1
8.8,99,1010.8,24,1,1
8.9,100,1010.8,28,1,1
12.5,96,1009,43,1,1
8.8,100,1019.1,37,1,0
4.5,99,1022.1,28,0,0
6.9,99,1023.3,13,0,0
4.1,100,1025.5,19,0,1
10.7,96,1016.1,37,1,1
11.8,100,1013.7,54,1,1
11,95,998.9,63,1,1
10.5,99,1008.1,63,1,1
12.7,100,1025,37,1,0
12.3,99,1031.2,19,0,0
10.4,100,1034.5,28,0,0
9.9,99,1037.6,35,0,0
11.9,74,1031.6,37,0,0
12.2,72,1026.4,41,0,0
12.2,76,1016.6,54,0,1
8.2,99,1025.8,26,1,1
9.3,100,1022,37,1,0
10.8,100,1018.3,56,0,1
9,96,1020.3,30,1,0
7.2,99,1026.2,26,0,0
10.1,100,1026,NA,0,0
9,100,1028,17,0,0
9.8,97,1024.9,31,0,0
16,54,1015.7,59,0,0
11.7,92,1019.7,41,0,0
10.4,94,1021.9,43,0,1
8.4,86,1012.5,57,1,1
4.7,99,1020.6,26,1,0
5.9,100,1024,35,0,1
9.6,84,1020.4,59,1,1
10.1,95,1022.5,41,1,1
11.3,71,1021.5,43,1,0
9.7,84,1026,28,0,1
12,92,1022.5,52,1,0
12.6,70,1020.5,37,0,0
8,100,1022.5,35,0,0
13.6,85,1015.4,28,0,0
14.4,88,1009.3,41,0,0
13.2,76,1018.1,20,0,0
18.7,51,1001.2,113,0,1
10.2,90,1009.7,46,1,1
14.3,84,1018.4,48,1,0
17,61,1012.4,74,0,0
10.9,53,1022,46,0,0
7.9,95,1025.7,35,0,1
10.8,74,1026.3,35,1,0
13.7,71,1019.7,37,0,0
15.6,66,1010.7,52,0,0
12.1,99,1003.5,31,0,1
10.8,98,996.5,52,1,1
9.2,99,1003.1,41,1,1
11.2,86,1013.1,48,1,0
8,92,1024,35,0,0
6.6,98,1024.5,33,0,0
12.2,81,1021.2,35,0,0
14.9,66,1015.6,31,0,1
12.9,99,1015.2,19,1,0
13,100,1013.1,31,0,1
13.2,100,1014.5,31,1,1
10.5,78,1013.2,43,1,0
8.5,97,1011.2,52,0,1
10.5,94,1015,37,1,0
10.8,86,1021,19,0,0
10.4,100,1020.6,28,0,0
15.8,73,1011.9,44,0,0
13.5,91,1008.1,56,0,1
11.9,61,1020.5,56,1,0
9.7,84,1033.8,24,0,0
14.2,63,1029.1,39,0,0
20.5,48,1021.7,43,0,0
18.5,75,1018.2,44,0,1
12.8,89,1025.9,24,1,0
12.5,99,1023.8,30,0,0
13.8,100,1017.8,30,0,1
11,100,1011.5,44,1,1
11.1,69,1019.7,39,1,0
12.4,68,1023.1,39,0,0
16.9,72,1017.1,43,0,0
21.1,58,1005.5,48,0,1
12.8,99,1012.9,46,1,1
10.9,73,1023.8,43,1,0
11.6,77,1028.4,30,0,0
11.6,99,1024.8,35,0,1
13.1,100,1018.3,31,1,1
11.8,100,1018.2,31,1,0
13.2,80,1020.6,24,0,0
19.2,71,1012.6,37,0,0
19.1,77,1006.8,46,0,0
14,97,1011.7,50,0,1
18.3,99,1009.2,33,1,0
22.6,75,1004.1,70,0,1
14.9,80,1014.2,50,1,0
13.3,90,1023.2,33,0,0
15.4,92,1019.4,20,0,0
19.3,65,1011.1,44,0,0
16.1,87,1008.3,65,0,0
15.4,82,1014.4,48,0,0
14,80,1021.5,33,0,0
15.3,67,1016.3,33,0,0
21.4,64,1011,67,0,1
14.8,98,1012.4,31,1,1
13.2,93,1014.7,54,1,0
15.2,64,1017.4,39,0,0
13.7,91,1012.6,43,0,0
14.6,79,1023.8,39,0,0
14.2,64,1027.5,43,0,0
14.4,89,1018.7,41,0,1
14.9,100,1009.3,41,1,1
14,99,1012.1,33,1,0
13,100,1013.5,30,0,0
19.2,80,1003.7,52,0,1
11.3,93,1011.7,56,1,1
12.5,93,1025.9,35,1,0
13.8,75,1027,37,0,0
12.4,96,1022.3,41,0,0
12.4,63,1025.5,46,0,0
15.3,60,1023.4,44,0,0
14.5,74,1017.3,31,0,0
17.6,68,1012.6,37,0,0
18.8,69,1007.7,33,0,0
17.9,95,1008.7,28,0,0
19.8,76,1005.5,43,0,1
14.6,85,1010.2,35,1,0
14.4,70,1011.1,43,0,0
13.9,73,1017.7,35,0,0
13.7,61,1020.5,44,0,0
16.3,66,1019.4,44,0,0
18,70,1019.2,41,0,0
20.4,69,1012.9,74,0,1
21.4,82,1003.2,44,1,1
14.8,99,1008.3,43,1,0
18.5,69,1017.6,31,0,0
15.3,71,1020.3,37,0,0
16.5,79,1015.8,37,0,0
16.9,100,1012.8,35,0,0
20.1,82,1011.5,43,0,0
19.5,80,1006.1,41,0,0
15.4,65,1011.3,46,0,0
16,77,1016,35,0,0
16.1,71,1018.2,35,0,0
16.7,72,1019.6,39,0,0
